timestamp,step,cell_id,rsrp_dbm,sinr_db,bler_pct,prb_utilization_pct,throughput_mbps,rrc_success_pct,handover_success_pct,call_drop_pct,latency_ms,availability_pct,ground_truth
2026-01-01T00:10:00Z,2,CELL-010,-86.8662,18.1895,0.4458,27.9472,59.461,99.7344,99.3448,0.1978,15.2534,99.9943,normal
2026-01-01T00:10:00Z,2,CELL-011,-83.5941,18.6969,0.4374,32.4319,71.9875,99.7347,99.3382,0.1975,16.0565,99.9886,normal
2026-01-01T00:10:00Z,2,CELL-012,-84.3584,19.2693,0.4298,21.775,50.5146,99.735,99.3664,0.1972,14.1344,99.9906,normal
2026-01-01T00:10:00Z,2,CELL-013,-84.5965,18.7033,0.4373,25.7014,52.4055,99.7347,99.3469,0.1975,14.8449,99.9942,normal
2026-01-01T00:10:00Z,2,CELL-014,-83.5944,19.2949,0.4295,20.911,44.6764,99.735,99.4366,0.1972,13.9787,99.9935,normal
2026-01-01T00:10:00Z,2,CELL-015,-85.1455,18.2527,0.4447,29.7174,62.0794,99.7344,99.3914,0.1978,15.5715,99.9939,normal
2026-01-01T00:10:00Z,2,CELL-016,-86.6629,18.0207,0.449,29.0261,61.3048,99.7343,99.2911,0.198,15.4492,99.9925,normal
2026-01-01T00:10:00Z,2,CELL-017,-84.6335,18.6143,0.4387,24.7806,54.8121,99.7346,99.441,0.1975,14.6799,99.9931,normal
2026-01-01T00:10:00Z,2,CELL-018,-87.5148,17.8515,0.4525,24.9953,54.5854,99.7342,99.3241,0.1981,14.7254,99.9921,normal
2026-01-01T00:10:00Z,2,CELL-019,-83.3888,19.3652,0.4287,22.3514,46.8513,99.735,99.3516,0.1971,14.2376,99.9925,normal
2026-01-01T00:10:00Z,2,CELL-020,-86.3242,18.2436,0.4449,24.4738,50.0181,99.7344,99.3804,0.1978,14.6277,99.9921,normal
2026-01-01T00:15:00Z,3,CELL-001,-84.3887,19.5299,0.4268,21.0205,44.3604,99.7351,99.4308,0.1971,13.9971,99.994,normal
2026-01-01T00:15:00Z,3,CELL-002,-88.2199,17.5968,0.4581,20.4133,40.5533,99.734,99.4238,0.1983,13.9034,99.991,normal
2026-01-01T00:15:00Z,3,CELL-003,-84.1163,19.0098,0.433,28.0237,60.4544,99.7348,99.4034,0.1973,15.2608,99.993,normal
2026-01-01T00:15:00Z,3,CELL-004,-82.7716,19.1963,0.4307,25.9351,57.5846,99.7349,99.3426,0.1972,14.8837,99.9928,normal
2026-01-01T00:15:00Z,3,CELL-005,-90.0132,16.8474,0.4783,23.7313,48.5441,99.7333,99.3437,0.1991,14.5108,99.9924,normal
2026-01-01T00:15:00Z,3,CELL-006,-88.8899,17.5262,0.4597,27.9125,60.0837,99.7339,99.3922,0.1984,15.2541,99.9945,normal
2026-01-01T00:15:00Z,3,CELL-007,-84.3842,18.9145,0.4343,24.3872,50.1702,99.7348,99.3777,0.1974,14.6069,99.9929,normal
2026-01-01T00:15:00Z,3,CELL-008,-86.1667,18.6509,0.4381,29.6083,61.5764,99.7347,99.3271,0.1975,15.5486,99.991,normal
2026-01-01T00:15:00Z,3,CELL-009,-86.2245,18.4564,0.4412,28.1354,59.2916,99.7346,99.2699,0.1976,15.285,99.9919,normal
2026-01-01T00:15:00Z,3,CELL-010,-86.7351,18.1461,0.4467,26.7848,56.8806,99.7344,99.2794,0.1979,15.0446,99.9943,normal
2026-01-01T00:15:00Z,3,CELL-011,-83.5755,18.9675,0.4336,29.0238,65.161,99.7348,99.3851,0.1973,15.4411,99.9939,normal
2026-01-01T00:15:00Z,3,CELL-012,-84.1248,19.2215,0.4304,22.3285,51.6963,99.7349,99.3148,0.1972,14.2343,99.9937,normal
2026-01-01T00:15:00Z,3,CELL-013,-84.5581,18.6335,0.4384,25.1162,51.0607,99.7347,99.3761,0.1975,14.7401,99.994,normal
2026-01-01T00:15:00Z,3,CELL-014,-83.5837,19.1613,0.4311,21.0299,44.6827,99.7349,99.2852,0.1972,14.0009,99.99,normal
2026-01-01T00:15:00Z,3,CELL-015,-85.8316,18.3255,0.4434,27.3084,57.2264,99.7345,99.3358,0.1977,15.1372,99.9931,normal
2026-01-01T00:15:00Z,3,CELL-016,-86.3543,17.8863,0.4517,29.3938,61.7174,99.7342,99.4177,0.1981,15.5167,99.9948,normal
2026-01-01T00:15:00Z,3,CELL-017,-84.8891,18.7059,0.4373,24.7968,55.0614,99.7347,99.3056,0.1975,14.6821,99.9913,normal
2026-01-01T00:15:00Z,3,CELL-018,-87.3213,17.6673,0.4565,24.4624,52.9888,99.734,99.3696,0.1983,14.6315,99.9915,normal
2026-01-01T00:15:00Z,3,CELL-019,-83.2206,19.4883,0.4273,21.0333,44.3119,99.735,99.3964,0.1971,13.9997,99.9904,normal
2026-01-01T00:15:00Z,3,CELL-020,-86.4272,18.4392,0.4415,24.1647,49.8038,99.7345,99.3714,0.1977,14.5704,99.9934,normal
2026-01-01T00:20:00Z,4,CELL-001,-84.2854,19.353,0.4288,21.5517,45.1525,99.735,99.3329,0.1972,14.0937,99.9917,normal
2026-01-01T00:20:00Z,4,CELL-002,-87.8651,17.905,0.4514,19.2109,38.6876,99.7342,99.3692,0.1981,13.6836,99.9922,normal
2026-01-01T00:20:00Z,4,CELL-003,-84.0302,18.6567,0.438,28.2603,60.0652,99.7347,99.3535,0.1975,15.3059,99.9898,normal
2026-01-01T00:20:00Z,4,CELL-004,-82.4615,19.5111,0.427,25.3833,57.0947,99.7351,99.3487,0.1971,14.7825,99.9942,normal
2026-01-01T00:20:00Z,4,CELL-005,-90.2455,17.1423,0.4696,24.2796,50.3405,99.7336,99.2941,0.1988,14.6051,99.9898,normal
2026-01-01T00:20:00Z,4,CELL-006,-88.9758,17.1682,0.4689,27.2201,57.6569,99.7336,99.3019,0.1988,15.1341,99.9922,normal
2026-01-01T00:20:00Z,4,CELL-007,-84.5331,18.8943,0.4346,25.2066,51.8119,99.7348,99.381,0.1974,14.7545,99.9945,normal
2026-01-01T00:20:00Z,4,CELL-008,-85.8499,18.8737,0.4349,28.1606,59.1193,99.7348,99.4799,0.1974,15.2864,99.995,normal
2026-01-01T00:20:00Z,4,CELL-009,-85.7796,18.5228,0.4401,27.933,59.0325,99.7346,99.3472,0.1976,15.248,99.9935,normal
2026-01-01T00:20:00Z,4,CELL-010,-86.9803,17.9951,0.4495,26.7571,56.4495,99.7343,99.3833,0.198,15.041,99.9929,normal
2026-01-01T00:20:00Z,4,CELL-011,-83.4647,18.9999,0.4332,30.5239,68.6219,99.7348,99.3346,0.1973,15.7109,99.9939,normal
2026-01-01T00:20:00Z,4,CELL-012,-84.6873,19.0141,0.433,23.8409,54.7238,99.7348,99.2752,0.1973,14.5079,99.99,normal
2026-01-01T00:20:00Z,4,CELL-013,-84.3133,18.8551,0.4352,26.1584,53.68,99.7348,99.2018,0.1974,14.9261,99.9912,normal
2026-01-01T00:20:00Z,4,CELL-014,-82.8125,19.3942,0.4283,20.5169,44.0142,99.735,99.3733,0.1971,13.9072,99.9936,normal
2026-01-01T00:20:00Z,4,CELL-015,-85.852,18.3992,0.4422,25.3289,53.2465,99.7345,99.3895,0.1977,14.7803,99.9948,normal
2026-01-01T00:20:00Z,4,CELL-016,-86.1967,18.1241,0.4471,29.4177,62.4123,99.7344,99.4314,0.1979,15.5187,99.9928,normal
2026-01-01T00:20:00Z,4,CELL-017,-85.1394,18.4556,0.4412,23.9005,52.5085,99.7346,99.4202,0.1976,14.5227,99.9945,normal
2026-01-01T00:20:00Z,4,CELL-018,-86.9478,17.9017,0.4514,23.5404,51.5213,99.7342,99.4282,0.1981,14.463,99.9944,normal
2026-01-01T00:20:00Z,4,CELL-019,-83.4907,19.4785,0.4274,20.8675,43.9448,99.735,99.2717,0.1971,13.9698,99.9939,normal
2026-01-01T00:20:00Z,4,CELL-020,-86.5235,18.1127,0.4473,25.9107,52.6553,99.7343,99.3107,0.1979,14.8876,99.989,normal
2026-01-01T00:25:00Z,5,CELL-001,-84.5368,19.215,0.4304,20.2643,42.2138,99.7349,99.3373,0.1972,13.8628,99.9946,normal
2026-01-01T00:25:00Z,5,CELL-002,-87.798,18.1256,0.447,19.8856,40.4337,99.7344,99.3831,0.1979,13.8029,99.9932,normal
2026-01-01T00:25:00Z,5,CELL-003,-83.8888,18.7006,0.4374,28.6672,61.0437,99.7347,99.3456,0.1975,15.3788,99.9899,normal
2026-01-01T00:25:00Z,5,CELL-004,-82.7251,19.6393,0.4257,24.5588,55.5295,99.7351,99.3056,0.197,14.6334,99.9919,normal
2026-01-01T00:25:00Z,5,CELL-005,-90.109,17.1735,0.4688,24.4414,50.7477,99.7336,99.395,0.1988,14.6338,99.9931,normal
2026-01-01T00:25:00Z,5,CELL-006,-89.0149,17.3274,0.4647,27.6208,58.928,99.7337,99.3594,0.1986,15.2041,99.9936,normal
2026-01-01T00:25:00Z,5,CELL-007,-84.5683,18.8912,0.4346,23.7572,48.8265,99.7348,99.3595,0.1974,14.4936,99.9928,normal
2026-01-01T00:25:00Z,5,CELL-008,-85.4767,18.7086,0.4373,26.139,54.4944,99.7347,99.3682,0.1975,14.9237,99.9944,normal
2026-01-01T00:25:00Z,5,CELL-009,-86.1471,18.5505,0.4397,24.7169,52.2973,99.7346,99.3857,0.1976,14.6689,99.9923,normal
2026-01-01T00:25:00Z,5,CELL-010,-87.325,17.954,0.4504,29.2548,61.6082,99.7342,99.4306,0.198,15.4911,99.9944,normal
2026-01-01T00:25:00Z,5,CELL-011,-83.3981,18.75,0.4367,29.3765,65.352,99.7347,99.2859,0.1975,15.5061,99.9909,normal
2026-01-01T00:25:00Z,5,CELL-012,-84.8116,18.8118,0.4358,23.5056,53.4982,99.7347,99.2613,0.1974,14.4489,99.9944,normal
2026-01-01T00:25:00Z,5,CELL-013,-84.5299,18.5688,0.4394,26.4912,53.708,99.7346,99.3182,0.1976,14.9881,99.9934,normal
2026-01-01T00:25:00Z,5,CELL-014,-82.6002,19.3968,0.4283,21.4999,46.1281,99.735,99.3769,0.1971,14.0841,99.9908,normal
2026-01-01T00:25:00Z,5,CELL-015,-85.711,18.7549,0.4366,24.1065,51.4502,99.7347,99.3097,0.1975,14.5575,99.9939,normal
2026-01-01T00:25:00Z,5,CELL-016,-86.0381,18.222,0.4453,27.6124,58.8312,99.7344,99.4226,0.1978,15.1929,99.9935,normal
2026-01-01T00:25:00Z,5,CELL-017,-85.0937,18.5163,0.4402,23.5569,51.8883,99.7346,99.3736,0.1976,14.4604,99.9935,normal
2026-01-01T00:25:00Z,5,CELL-018,-87.1643,17.6996,0.4557,23.1131,50.1377,99.734,99.2294,0.1982,14.3882,99.9924,normal
2026-01-01T00:25:00Z,5,CELL-019,-82.6921,19.6842,0.4252,22.7659,48.3467,99.7351,99.3345,0.197,14.3105,99.9902,normal
2026-01-01T00:25:00Z,5,CELL-020,-86.5074,18.3541,0.4429,25.6329,52.637,99.7345,99.3762,0.1977,14.8354,99.9936,normal
